chr,chromStart,chromEnd,peak_length,strand,ModLog2FC_treated,ModLog2FC_control,DiffModLog2FC,pvalue,padj,Annotation,transcriptID,geneID,gene_chr,gene_start,gene_end,geneName,Description,GO,KEGG
NC_051358.1,603503,603753,251,-,5.38,0.91,4.47,0.05,0.19,ncRNA_exonic,XR_005244792.1,119628632,NC_051358.1,594119,604601,LOC119628632,NA,NA,NA
NC_051358.1,604873,605398,526,-,-0.19,3.66,-3.86,0.02,0.13,UTR3,XM_004932795.3,101740028,NC_051358.1,604674,606439,LOC101740028,UDP-sugar transporter UST74c [Bombyx mori],GO:0001745(compound eye morphogenesis);GO:0005457(GDP-fucose transmembrane transporter activity);GO:0005458(GDP-mannose transmembrane transporter activity);GO:0005459(UDP-galactose transmembrane transporter activity);GO:0005460(UDP-glucose transmembrane transporter activity);GO:0005461(UDP-glucuronic acid transmembrane transporter activity);GO:0005462(UDP-N-acetylglucosamine transmembrane transporter activity);GO:0005464(UDP-xylose transmembrane transporter activity);GO:0005797(Golgi medial cisterna);GO:0007367(segment polarity determination);GO:0007423(sensory organ development);GO:0007447(imaginal disc pattern formation);GO:0007476(imaginal disc-derived wing morphogenesis);GO:0009880(embryonic pattern specification);GO:0015165(pyrimidine nucleotide-sugar transmembrane transporter activity);GO:0015297(antiporter activity);GO:0015786(UDP-glucose transmembrane transport);GO:0015787(UDP-glucuronic acid transmembrane transport);GO:0015790(UDP-xylose transmembrane transport),NA
NC_051358.1,1791063,1791188,126,-,2.82,0.29,2.53,0.02,0.12,UTR3,XM_038011125.1,101741838,NC_051358.1,1785414,1833571,LOC101741838,ADP-ribosylation factor GTPase-activating protein 1 [Bombyx mori],GO:0005096(GTPase activator activity);GO:0005575(cellular_component);GO:0046872(metal ion binding),04144(Endocytosis)
NC_051358.1,1900672,1900847,176,-,-1.55,2.38,-3.93,0.00,0.02,UTR3,XM_012696074.3,105842517,NC_051358.1,1900673,1903990,LOC105842517,peroxisomal membrane protein PEX16 [Bombyx mandarina],GO:0005777(peroxisome);GO:0005778(peroxisomal membrane);GO:0007031(peroxisome organization);GO:0007283(spermatogenesis);GO:0042760(very long-chain fatty acid catabolic process);GO:0048137(spermatocyte division),04146(Peroxisome)
NC_051358.1,2000552,2001027,476,-,2.22,1.64,0.58,0.01,0.09,UTR3,XM_012696055.3,101745405,NC_051358.1,1997753,2048728,LOC101745405,plexin domain-containing protein 2 isoform X2 [Bombyx mandarina],GO:0016020(membrane);GO:0016021(integral component of membrane),NA
NC_051358.1,2035800,2048728,12929,-,2.00,0.99,1.01,0.03,0.16,UTR5,XM_012696055.3,101745405,NC_051358.1,1997753,2048728,LOC101745405,plexin domain-containing protein 2 isoform X2 [Bombyx mandarina],GO:0016020(membrane);GO:0016021(integral component of membrane),NA
NC_051358.1,3168786,3168961,176,-,-1.25,2.36,-3.60,0.00,0.00,UTR3,XM_004932769.3,101736377,NC_051358.1,3167337,3190061,LOC101736377,serine/threonine-protein kinase PRP4 homolog [Bombyx mori],"GO:0000398(mRNA splicing, via spliceosome);GO:0004672(protein kinase activity);GO:0004693(cyclin-dependent protein serine/threonine kinase activity);GO:0005524(ATP binding);GO:0005634(nucleus);GO:0006468(protein phosphorylation);GO:0071011(precatalytic spliceosome);GO:0071013(catalytic step 2 spliceosome)",NA
NC_051358.1,3201304,3201429,126,-,0.67,1.56,-0.89,0.00,0.00,UTR3,XM_004932773.3,101736825,NC_051358.1,3201305,3232529,LOC101736825,importin-7 isoform X2 [Bombyx mori],GO:0005515(protein binding);GO:0005634(nucleus);GO:0005635(nuclear envelope);GO:0005654(nucleoplasm);GO:0005737(cytoplasm);GO:0005829(cytosol);GO:0005938(cell cortex);GO:0006606(protein import into nucleus);GO:0007165(signal transduction);GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway);GO:0007173(epidermal growth factor receptor signaling pathway);GO:0007474(imaginal disc-derived wing vein specification);GO:0007476(imaginal disc-derived wing morphogenesis);GO:0008283(cell proliferation);GO:0008536(Ran GTPase binding);GO:0008586(imaginal disc-derived wing vein morphogenesis);GO:0015030(Cajal body);GO:0016203(muscle attachment);GO:0016318(ommatidial rotation);GO:0030576(Cajal body organization);GO:0030619(U1 snRNA binding);GO:0030620(U2 snRNA binding);GO:0030621(U4 snRNA binding);GO:0035311(wing cell fate specification);GO:0042052(rhabdomere development);GO:0042675(compound eye cone cell differentiation);GO:0043524(negative regulation of neuron apoptotic process);GO:0045465(R8 cell differentiation);GO:0046331(lateral inhibition);GO:0048471(perinuclear region of cytoplasm);GO:0048749(compound eye development),04013(MAPK signaling pathway - fly)
NC_051358.1,3962609,3962734,126,-,1.96,0.33,1.63,0.00,0.04,UTR3,XM_004932781.4,101737973,NC_051358.1,3960585,4049198,LOC101737973,protein phosphatase 1 regulatory subunit 12C isoform X13 [Bombyx mori],GO:0005829(cytosol),NA
NC_051358.1,4408730,4408880,151,-,2.34,-0.53,2.88,0.02,0.11,UTR3,XM_004932782.4,101738102,NC_051358.1,4408431,4411186,LOC101738102,uncharacterized protein LOC101738102 [Bombyx mori],NA,NA
NC_051358.1,4704936,4742810,37875,-,1.78,2.90,-1.12,0.00,0.01,UTR5,XM_012695995.3,101738820,NC_051358.1,4685116,4742812,LOC101738820,calcium-binding mitochondrial carrier protein SCaMC-2 isoform X4 [Bombyx mori],GO:0005347(ATP transmembrane transporter activity);GO:0005509(calcium ion binding);GO:0005743(mitochondrial inner membrane);GO:0006839(mitochondrial transport);GO:0015217(ADP transmembrane transporter activity);GO:0016021(integral component of membrane);GO:0022857(transmembrane transporter activity);GO:0055085(transmembrane transport);GO:0003735(structural constituent of ribosome);GO:0006412(translation),NA
NC_051358.1,5320508,5320916,409,-,2.22,0.43,1.79,0.01,0.09,exonic,XM_004929742.4,101741679,NC_051358.1,5317559,5449626,LOC101741679,epidermal growth factor receptor isoform X2 [Bombyx mandarina],"GO:0000086(G2/M transition of mitotic cell cycle);GO:0000578(embryonic axis specification);GO:0001654(eye development);GO:0001709(cell fate determination);GO:0001742(oenocyte differentiation);GO:0001745(compound eye morphogenesis);GO:0001751(compound eye photoreceptor cell differentiation);GO:0001752(compound eye photoreceptor fate commitment);GO:0002009(morphogenesis of an epithelium);GO:0003015(heart process);GO:0004709(MAP kinase kinase kinase activity);GO:0004713(protein tyrosine kinase activity);GO:0004714(transmembrane receptor protein tyrosine kinase activity);GO:0004888(transmembrane signaling receptor activity);GO:0005006(epidermal growth factor-activated receptor activity);GO:0005515(protein binding);GO:0005524(ATP binding);GO:0005737(cytoplasm);GO:0005886(plasma membrane);GO:0005887(integral component of plasma membrane);GO:0006468(protein phosphorylation);GO:0007169(transmembrane receptor protein tyrosine kinase signaling pathway);GO:0007173(epidermal growth factor receptor signaling pathway);GO:0007275(multicellular organism development);GO:0007298(border follicle cell migration);GO:0007309(oocyte axis specification);GO:0007310(oocyte dorsal/ventral axis specification);GO:0007314(oocyte anterior/posterior axis specification);GO:0007346(regulation of mitotic cell cycle);GO:0007350(blastoderm segmentation);GO:0007367(segment polarity determination);GO:0007369(gastrulation);GO:0007390(germ-band shortening);GO:0007391(dorsal closure);GO:0007395(dorsal closure, spreading of leading edge cells);GO:0007420(brain development);GO:0007421(stomatogastric nervous system development);GO:0007422(peripheral nervous system development);GO:0007424(open tracheal system development);GO:0007431(salivary gland development);GO:0007443(Malpighian tubule morphogenesis);GO:0007444(imaginal disc development);GO:0007447(imaginal disc pattern formation);GO:0007455(eye-antennal disc morphogenesis);GO:0007458(progression of morphogenetic furrow involved in compound eye morphogenesis);GO:0007469(antennal development);GO:0007472(wing disc morphogenesis);GO:0007473(wing disc proximal/distal pattern formation);GO:0007474(imaginal disc-derived wing vein specification);GO:0007476(imaginal disc-derived wing morphogenesis);GO:0007477(notum development);GO:0007479(leg disc proximal/distal pattern formation);GO:0007482(haltere development);GO:0008071(maternal determination of dorsal/ventral axis, ovarian follicular epithelium, soma encoded);GO:0008284(positive regulation of cell proliferation);GO:0008340(determination of adult lifespan);GO:0008355(olfactory learning);GO:0008406(gonad development);GO:0008586(imaginal disc-derived wing vein morphogenesis);GO:0009792(embryo development ending in birth or egg hatching);GO:0009880(embryonic pattern specification);GO:0009925(basal plasma membrane);GO:0009952(anterior/posterior pattern specification);GO:0009953(dorsal/ventral pattern formation);GO:0009968(negative regulation of signal transduction);GO:0010628(positive regulation of gene expression);GO:0010629(negative regulation of gene expression);GO:0010906(regulation of glucose metabolic process);GO:0016021(integral component of membrane);GO:0016203(muscle attachment);GO:0016318(ommatidial rotation);GO:0016330(second mitotic wave involved in compound eye morphogenesis);GO:0016333(morphogenesis of follicular epithelium);GO:0019904(protein domain specific binding);GO:0022008(neurogenesis);GO:0030031(cell projection assembly);GO:0030154(cell differentiation);GO:0030381(chorion-containing eggshell pattern formation);GO:0030718(germ-line stem cell population maintenance);GO:0031434(mitogen-activated protein kinase kinase binding);GO:0033674(positive regulation of kinase activity);GO:0035088(establishment or maintenance of apical/basal cell polarity);GO:0035160(maintenance of epithelial integrity, open tracheal system);GO:0035202(tracheal pit formation in open tracheal system);GO:0035225(determination of genital disc primordium);GO:0035230(cytoneme);GO:0035277(spiracle morphogenesis, open tracheal system);GO:0035309(wing and notum subfield formation);GO:0035310(notum cell fate specification);GO:0042327(positive regulation of phosphorylation);GO:0042676(compound eye cone cell fate commitment);GO:0042694(muscle cell fate specification);GO:0043066(negative regulation of apoptotic process);GO:0043235(receptor complex);GO:0043410(positive regulation of MAPK cascade);GO:0045165(cell fate commitment);GO:0045466(R7 cell differentiation);GO:0045468(regulation of R8 cell spacing in compound eye);GO:0045610(regulation of hemocyte differentiation);GO:0046673(negative regulation of compound eye retinal cell programmed cell death);GO:0046843(dorsal appendage formation);GO:0046845(branched duct epithelial cell fate determination, open tracheal system);GO:0048139(female germ-line cyst encapsulation);GO:0048140(male germ-line cyst encapsulation);GO:0048149(behavioral response to ethanol);GO:0048477(oogenesis);GO:0048546(digestive tract morphogenesis);GO:0048749(compound eye development);GO:0048865(stem cell fate commitment);GO:0061331(epithelial cell proliferation involved in Malpighian tubule morphogenesis);GO:0070374(positive regulation of ERK1 and ERK2 cascade);GO:0090303(positive regulation of wound healing);GO:0098609(cell-cell adhesion);GO:2000134(negative regulation of G1/S transition of mitotic cell cycle);GO:2001234(negative regulation of apoptotic signaling pathway)",04013(MAPK signaling pathway - fly);04068(FoxO signaling pathway);04144(Endocytosis);04214(Apoptosis - fly);04320(Dorso-ventral axis formation)
NC_051358.1,5649644,5650019,376,-,0.20,1.81,-1.61,0.01,0.05,UTR3,XM_012693429.3,100329155,NC_051358.1,5645420,5667620,PLCg,phospholipase C gamma isoform X2 [Bombyx mori],GO:0004435(phosphatidylinositol phospholipase C activity);GO:0007298(border follicle cell migration);GO:0009395(phospholipid catabolic process);GO:0030307(positive regulation of cell growth);GO:0032868(response to insulin);GO:0035556(intracellular signal transduction);GO:0042059(negative regulation of epidermal growth factor receptor signaling pathway);GO:0045596(negative regulation of cell differentiation);GO:0001726(ruffle);GO:0005168(neurotrophin TRKA receptor binding);GO:0005509(calcium ion binding);GO:0005829(cytosol);GO:0005886(plasma membrane);GO:0005911(cell-cell junction);GO:0007173(epidermal growth factor receptor signaling pathway);GO:0008180(COP9 signalosome);GO:0016477(cell migration);GO:0019722(calcium-mediated signaling);GO:0030027(lamellipodium);GO:0030971(receptor tyrosine kinase binding);GO:0035254(glutamate receptor binding);GO:0043536(positive regulation of blood vessel endothelial cell migration);GO:0045766(positive regulation of angiogenesis);GO:0050852(T cell receptor signaling pathway);GO:0051281(positive regulation of release of sequestered calcium ion into cytosol);GO:0071364(cellular response to epidermal growth factor stimulus),00562(Inositol phosphate metabolism);01100(Metabolic pathways);04070(Phosphatidylinositol signaling system)
NC_051358.1,5995093,5995268,176,-,-1.64,3.19,-4.83,0.01,0.06,exonic,NM_001114995.1,100141454,NC_051358.1,5994194,5998289,Projectin,titin [Bombyx mandarina],GO:0005859(muscle myosin complex);GO:0005865(striated muscle thin filament);GO:0006941(striated muscle contraction);GO:0007015(actin filament organization);GO:0008307(structural constituent of muscle);GO:0030018(Z disc);GO:0031430(M band);GO:0045214(sarcomere organization);GO:0051015(actin filament binding);GO:0051371(muscle alpha-actinin binding);GO:0071688(striated muscle myosin thick filament assembly);GO:0097493(structural molecule activity conferring elasticity),NA
NC_051358.1,6457470,6547879,90410,-,1.17,1.76,-0.60,0.00,0.01,UTR5,XM_004929758.4,101744139,NC_051358.1,6450894,6547879,LOC101744139,UNC93-like protein [Bombyx mori],GO:0005886(plasma membrane);GO:0006937(regulation of muscle contraction);GO:0015459(potassium channel regulator activity);GO:0043266(regulation of potassium ion transport);GO:0055120(striated muscle dense body),NA
NC_051358.1,6572970,6574571,1602,-,1.15,1.73,-0.58,0.00,0.04,exonic,NM_001281894.1,101744278,NC_051358.1,6563399,6575220,DnaJ-17,uncharacterized protein LOC101744278 [Bombyx mori],GO:0005737(cytoplasm),NA
NC_051358.1,6971832,6972082,251,-,1.84,0.74,1.10,0.04,0.19,UTR3,XM_038011176.1,105842161,NC_051358.1,6971833,7021153,LOC105842161,ankyrin repeat domain-containing protein SOWAHC [Bombyx mori],GO:0003674(molecular_function);GO:0005575(cellular_component);GO:0008150(biological_process),NA
NC_051358.1,6979389,7020949,41561,-,2.27,1.63,0.64,0.04,0.18,UTR5,XM_038011176.1,105842161,NC_051358.1,6971833,7021153,LOC105842161,ankyrin repeat domain-containing protein SOWAHC [Bombyx mori],GO:0003674(molecular_function);GO:0005575(cellular_component);GO:0008150(biological_process),NA
NC_051358.1,7389266,7392280,3015,-,0.88,1.29,-0.41,0.04,0.17,exonic,NM_001114863.1,100141424,NC_051358.1,7379601,7392535,Gk,glycerol kinase [Bombyx mandarina],GO:0004370(glycerol kinase activity);GO:0005739(mitochondrion);GO:0006071(glycerol metabolic process);GO:0006641(triglyceride metabolic process);GO:0046167(glycerol-3-phosphate biosynthetic process),00561(Glycerolipid metabolism);01100(Metabolic pathways)
NC_051358.1,7392405,7392530,126,-,0.52,1.82,-1.31,0.01,0.07,UTR5,NM_001114863.1,100141424,NC_051358.1,7379601,7392535,Gk,glycerol kinase [Bombyx mandarina],GO:0004370(glycerol kinase activity);GO:0005739(mitochondrion);GO:0006071(glycerol metabolic process);GO:0006641(triglyceride metabolic process);GO:0046167(glycerol-3-phosphate biosynthetic process),00561(Glycerolipid metabolism);01100(Metabolic pathways)
NC_051358.1,8632514,8632764,251,-,1.04,-2.18,3.22,0.04,0.18,UTR3,XM_012693603.2,105842174,NC_051358.1,8632515,8636202,LOC105842174,uncharacterized protein LOC105842174 isoform X1 [Bombyx mori],GO:0003674(molecular_function);GO:0005575(cellular_component);GO:0008150(biological_process),NA
NC_051358.1,8634534,8634634,101,-,5.83,-0.14,5.97,0.01,0.07,UTR5,XM_038012256.1,105842174,NC_051358.1,8632515,8636202,LOC105842174,uncharacterized protein LOC105842174 isoform X1 [Bombyx mori],GO:0003674(molecular_function);GO:0005575(cellular_component);GO:0008150(biological_process),NA
NC_051358.1,8731685,8732010,326,-,0.95,1.13,-0.18,0.05,0.19,exonic,XM_004929788.4,101736769,NC_051358.1,8730386,8750635,LOC101736769,peroxidasin [Bombyx mori],GO:0004601(peroxidase activity);GO:0005615(extracellular space);GO:0006909(phagocytosis);GO:0006979(response to oxidative stress);GO:0020037(heme binding);GO:0030198(extracellular matrix organization);GO:0055114(oxidation-reduction process),NA
NC_051358.1,8762319,8762469,151,-,2.81,-3.33,6.13,0.01,0.06,UTR3,XM_004929789.3,101736897,NC_051358.1,8761895,8779874,LOC101736897,failed axon connections isoform X1 [Bombyx mori],GO:0005737(cytoplasm);GO:0005886(plasma membrane);GO:0007409(axonogenesis),NA
NC_051358.1,8762494,8762669,176,-,1.99,-0.73,2.72,0.03,0.16,UTR3,XM_004929789.3,101736897,NC_051358.1,8761895,8779874,LOC101736897,failed axon connections isoform X1 [Bombyx mori],GO:0005737(cytoplasm);GO:0005886(plasma membrane);GO:0007409(axonogenesis),NA
NC_051358.1,8767132,8779677,12546,-,2.44,4.42,-1.97,0.02,0.11,UTR5,XM_004929789.3,101736897,NC_051358.1,8761895,8779874,LOC101736897,failed axon connections isoform X1 [Bombyx mori],GO:0005737(cytoplasm);GO:0005886(plasma membrane);GO:0007409(axonogenesis),NA
